engine,load_time_s_mean,load_time_s_std,ttft_s_mean,ttft_s_std,decode_tokens_per_s_mean,decode_tokens_per_s_std,peak_rss_mb_mean,peak_rss_mb_std
llama.cpp,0.83924,0.5929334667566,0.37397,0.04156697540649842,17.982999999999997,3.612337039769252,3768.7699999999995,7.240019950862641
python,3.2220799999999996,0.5086915804296355,1.20316,0.03576553896948544,10.478,0.03489667287547296,8739.05,936.4982366359379
