quant_level,n,mean_score,std_score,ci95_lo,ci95_hi
F16,100,0.701875,0.38565301627842413,0.624370475,0.7733946
Q8_0,100,0.715326,0.3780348948727011,0.64026715,0.78623755
Q6_K,100,0.7305119999999999,0.37264798166417573,0.6558349249999998,0.80074495
Q5_K_M,100,0.714324,0.3823175260582663,0.6385883250000001,0.7876538000000002
Q4_K_M,100,0.694044,0.4013532508699018,0.613863875,0.771640225
Q3_K_M,100,0.653372,0.409028092705406,0.573379475,0.7333003500000002
