quant_level,mean_score_diff_vs_f16,cohens_dz,diff_ci95_lo,diff_ci95_hi
Q8_0,0.013451,0.07690186222487275,-0.018579,0.050912
Q6_K,0.028637000000000003,0.11103824745757798,-0.021872774999999997,0.07989605
Q5_K_M,0.012448999999999998,0.044965561151704456,-0.03997907500000001,0.06631305
Q4_K_M,-0.007830999999999998,-0.021271877588784245,-0.07757842499999999,0.06454692499999999
Q3_K_M,-0.048503000000000004,-0.12616278100861844,-0.1240954,0.026864649999999955
