target_prompt_tokens,ttft_s_mean,ttft_s_median,ttft_s_std,ttft_s_min,ttft_s_max,decode_time_s_mean,decode_time_s_median,decode_time_s_std,decode_time_s_min,decode_time_s_max,total_time_s_mean,total_time_s_median,total_time_s_std,total_time_s_min,total_time_s_max,decode_tokens_per_s_mean,decode_tokens_per_s_median,decode_tokens_per_s_std,decode_tokens_per_s_min,decode_tokens_per_s_max
32,0.53498,0.3377,0.4537077826090269,0.2253,1.3045,12.01988,7.5482,8.426170677537929,6.9508,26.6193,12.55488,8.3079,8.430797685391342,7.1786,27.1991,6.808,8.35,2.93028496907724,2.37,9.06
128,1.05114,0.9993,0.14580806904969285,0.8912,1.2166,12.396339999999999,11.8079,2.5701899624346836,9.8752,16.7472,13.447479999999999,12.7687,2.669490315959209,10.8306,17.9638,5.236,5.34,0.939297609919242,3.76,6.38
512,4.13656,3.815,2.024990392075972,2.1585,7.2729,17.486240000000002,13.7923,11.34341950308636,7.5926,35.5676,21.622799999999998,17.6072,13.359570367530537,9.7511,42.8405,4.856,4.57,2.650175465889004,1.77,8.3
1024,3.98346,3.8174,0.27016861956933486,3.7481,4.3485,7.4702399999999995,7.2628,0.4099394991946985,7.1338,8.0981,11.453700000000001,11.0801,0.6528382533216014,10.8819,12.2936,8.452000000000002,8.67,0.4476829235072516,7.78,8.83
2048,7.75456,7.5652,0.4618608805690302,7.2177,8.2676,7.85798,7.7316,0.21411085213038575,7.6813,8.0977,15.612540000000001,15.2968,0.670468733797484,14.9115,16.3531,8.022,8.15,0.21718655575334275,7.78,8.2
